batch_size,frames_per_second
1,1418.3
2,2712.7
4,5389.4
8,10852.9
16,13354.4
32,11518.8
48,11241.5
64,10865.5
80,10187.8
96,9941.0
112,9782.2
128,9638.3
144,9531.2
196,9439.1
256,9276.2
