occupancy,throughput
0.094991,9157.745670
0.080763,9161.863552
0.088620,9124.122561
0.096929,9168.274311
0.090286,9163.262234
0.088506,9179.251899
0.094664,9120.203204
0.089214,9196.537171
0.103629,9166.306144
0.091207,9194.920353
0.090346,9171.488142
0.086258,9140.296595
0.085190,8978.753048
0.080591,9127.650388
0.089142,9125.779521
0.109120,9134.760936
0.102833,9172.978900
0.122800,9080.011380
0.086885,9193.980317
0.084438,9147.139032
0.091900,9165.422308
0.131765,9163.932316
0.124331,9156.157539
0.115747,9174.608230
0.101272,9093.829055
0.110570,9166.672479
0.095074,9120.577483
0.104160,9180.933987
0.121512,9139.633332
0.105860,9149.782120
0.129246,9032.362981
0.110676,9139.005144
0.127458,9159.830997
0.113541,9164.657927
0.111550,9178.844057
0.115912,9107.688763
0.130819,9188.845461
0.119046,9115.437920
0.108137,9189.742233
0.121073,9138.844840
0.119341,9174.828757
0.114083,9162.162378
0.105653,9148.705646
0.110929,9177.787688
0.118609,9152.354702
0.067261,9175.453418
0.088729,9101.605955
0.093907,9177.220018
0.072328,9084.619214
0.075202,9174.517283
0.071905,9157.707086
0.081672,9152.887442
0.080533,9147.749872
0.086609,9133.624563
0.098737,9170.428347
0.093930,9129.760366
0.074580,9171.032243
0.094419,9097.916137
0.093506,9171.035602
0.091507,9111.620632
0.093730,9155.797053
0.089321,9158.440092
0.086564,9184.696550
0.085422,9162.773555
0.093413,9154.828095
0.078853,9166.406957
0.091270,9143.199887
0.076071,9172.946914
0.084835,9109.726453
0.081010,9176.637247
0.064937,9129.045281
0.072509,9168.069223
0.064171,9142.696629
0.073115,9138.868200
0.070770,9166.331309
0.067500,9111.597418
0.060884,9168.529901
0.060874,9140.233135
0.060569,9172.782014
0.072791,9119.586055
0.079853,9138.200142
0.064296,9111.539256
0.068044,9152.322879
0.071422,9151.565692
0.071182,9121.271338
0.068569,9159.433318
0.069302,9118.431834
0.057819,9166.205264
0.063483,9127.387128
0.063548,9160.985637
0.069051,9109.301601
0.076879,9154.989034
0.080555,9127.630431
0.134332,9143.234997
0.118203,9151.535547
0.125673,9126.792293
0.129940,9150.435191
0.126356,9121.728906
0.142423,9179.877118
0.132590,9135.231616
0.120560,9181.841050
0.126273,9090.259551
0.126394,9158.550813
0.115783,9131.429364
0.139021,9148.934957
0.124140,9132.773740
0.107859,9139.447845
0.119673,9149.678310
0.129812,9115.788554
0.130139,9108.373994
0.137601,9121.134851
0.142940,9139.501323
0.131134,9087.725114
0.113714,9157.591394
0.114615,9098.161158
0.116082,9149.633127
0.132491,9143.582790
0.089129,9167.722915
0.088633,9156.360439
0.088676,9184.212345
0.098418,9112.542299
0.075416,9128.710284
0.072305,9128.268554
0.081870,9115.441250
0.089926,9108.773885
0.080576,9160.250555
0.083732,9115.346483
0.088242,9141.954422
0.089854,9116.882265
0.087633,9143.433968
0.084374,9162.424357
0.071890,9112.726652
0.069516,9126.780675
0.070966,9089.510974
0.083926,9131.577834
0.094767,9101.037728
0.079466,9135.657218
0.087761,9106.700122
0.079624,9160.233762
0.083064,9128.583601
0.086368,9150.808625
0.144131,9143.940620
0.131019,9142.447578
0.112642,9093.926672
0.102346,9150.902422
0.113275,9107.368618
0.125787,9119.950387
0.119750,9141.192295
0.136789,9134.670821
0.108703,9147.788396
0.130186,9106.846095
0.124037,9152.572500
0.124230,9136.426751
0.121151,9170.088621
0.119581,9001.229056
0.125994,9157.646690
0.110557,9071.254171
0.114087,9171.003649
0.104176,9107.552756
0.125309,9148.208485
0.110421,9134.275342
0.134105,9177.248620
0.137904,9131.794632
0.125643,9149.822321
0.119864,9139.371011
0.065214,9118.333715
0.075697,9131.019183
0.081945,9115.715423
0.079596,9152.741699
0.073144,9100.602097
0.085834,9154.062103
0.075806,9109.832704
0.062487,9170.504087
0.071679,9118.654699
0.081691,9140.099429
0.093360,9123.468266
0.102417,9101.620873
0.072217,9136.112910
0.086944,9184.084123
0.073715,9154.078860
0.076799,9115.200287
0.086803,9202.656118
0.086691,9123.315131
0.070171,9176.620370
0.060991,9126.875624
0.073981,9137.547168
0.064147,9141.765566
0.069260,9106.439713
0.064619,9152.746736
0.081359,9092.947583
0.086207,9147.597578
0.085215,9163.577943
0.093568,9155.196879
0.078524,9092.957471
0.095570,9171.886850
0.083872,9111.685415
0.087249,9137.585582
0.090948,9123.769616
0.088095,9122.073391
0.094724,9130.639014
0.084112,9148.493045
0.081219,9159.898136
0.086834,9107.675506
0.079170,9143.507512
0.067788,9106.383303
0.072381,9187.472781
0.090993,9144.223233
0.071379,9133.719674
0.072094,9125.211597
0.086398,9098.068470
0.074902,9123.543183
0.074517,9120.737209
0.085417,9139.897305
0.107010,9101.513179
0.135840,9140.732772
0.127868,9086.119919
0.118973,9164.913241
0.122291,9095.552786
0.120075,9111.562507
0.118061,9108.028899
0.123123,9135.517017
0.128293,9106.733259
0.118075,9151.012973
0.130399,9090.532255
0.122102,9150.575851
0.131637,9112.342982
0.128961,9136.415059
0.139682,9149.196125
0.121645,9116.629583
0.119884,9097.095130
0.136601,9111.791649
0.115101,9112.221770
0.117188,9095.393960
0.113063,9119.942028
0.124341,9086.602068
0.118535,9126.592414
0.118627,9072.212080
0.155578,9133.572844
0.189376,9103.523254
0.167501,9127.946986
0.164741,9078.618301
0.162564,9140.236484
0.158357,9079.320600
0.154781,9145.400718
0.153676,9094.014285
0.142647,9152.552372
0.163957,9069.918002
0.181110,9184.510990
0.166651,9112.783103
0.193793,9124.240752
0.180915,9104.350448
0.151891,9116.719355
0.175934,9113.110280
0.173798,9136.059502
0.150036,9113.120280
0.146824,9135.366785
0.146552,9114.876259
0.147892,9099.974321
0.149087,9139.785329
0.167063,9105.443034
0.182132,9094.158144
0.073965,9102.474198
0.076435,9119.863818
0.069927,9093.589227
0.064973,9142.808658
0.054335,9091.595101
0.064882,9120.920220
0.056830,9089.233376
0.070703,9140.298288
0.062214,9101.299445
0.064115,9144.173051
0.070352,9073.395749
0.075993,9135.635504
0.067886,9067.932620
0.083528,9155.778622
0.080034,9091.355390
0.060691,9133.831463
0.054387,9072.179174
0.070845,9154.003459
0.071506,9100.989679
0.069791,9108.232948
0.073768,9107.884545
0.059999,9118.940744
0.050338,9110.846936
0.060395,9141.078650
0.073210,9107.201061
0.090884,9133.983299
0.076436,9134.695850
0.064417,9122.507800
0.062946,9126.690686
0.070119,9100.954868
0.086809,9088.397412
0.070024,9101.224924
0.059634,9101.115585
0.049928,9115.022475
0.065606,9109.568808
0.059491,9115.838437
0.063075,9143.840288
0.067447,9082.754418
0.068413,9144.500853
0.069842,9096.343768
0.064037,9127.208804
0.062548,9046.065270
0.078405,9148.103040
0.071890,9072.552828
0.053153,9143.773410
0.060570,9088.334592
0.064274,9143.984078
0.068073,9078.705637
0.155459,9170.080256
0.139850,9112.955784
0.137963,9136.638816
0.115922,9110.602932
0.139464,9109.004531
0.122886,9129.453652
0.124014,9140.841322
0.146458,9115.000822
0.149082,9119.639276
0.146093,9110.792172
0.143905,9121.169848
0.148728,9163.394849
0.153969,9113.821194
0.154931,9083.072890
0.145246,9112.276569
0.122102,9106.678551
0.146026,9084.904769
0.141468,9132.308352
0.129515,9091.231429
0.122181,9131.140932
0.126318,9096.896513
0.150695,9128.413581
0.155053,9110.996363
0.143421,9129.533660
0.084967,9062.627098
0.086966,9122.006849
0.093800,9059.996363
0.080174,9132.413440
0.079520,9068.865175
0.100421,9133.487737
0.078677,9068.064187
0.078186,9161.811488
0.076350,9091.289265
0.089980,9106.879264
0.084753,9102.651526
0.073960,9130.040432
0.063541,9083.089370
0.080032,9136.877512
0.083986,9102.785745
0.078036,9134.881113
0.075748,9096.227870
0.073159,9135.835792
0.069315,9147.731454
0.088434,9129.827046
0.080346,9081.622762
0.083518,9132.263291
0.073965,9085.660886
0.071832,9102.068200
0.086663,9117.916347
0.089211,9097.934348
0.092792,9123.862835
0.079585,9111.056133
0.076554,9112.422709
0.086740,9106.164417
0.082397,9118.641361
0.090227,9058.658629
0.077061,9113.537178
0.076295,9085.015398
0.070937,9125.304857
0.078747,9094.644530
0.084374,9127.858650
0.080004,9094.578375
0.083180,9162.981766
0.074973,9106.091422
0.081294,9088.777370
0.081974,9104.715133
0.087587,9090.328937
0.080930,9095.266529
0.083471,9128.050310
0.087845,9084.063029
0.069569,9160.354561
0.092738,9104.289080
0.113985,9133.564491
0.132426,9133.334234
0.119827,9113.631852
0.130897,9062.068653
0.111999,9114.497433
0.103697,9090.459523
0.122510,9132.993926
0.126144,9092.041492
0.111044,9123.065435
0.111843,9104.411743
0.127160,9125.736180
0.131917,9106.194233
0.126571,9113.984025
0.115565,9104.308984
0.106862,9068.506598
0.110467,9107.290623
0.121764,9081.627672
0.130165,9116.980340
0.152945,9097.381477
0.132118,9101.740180
0.125711,9110.765573
0.124186,9135.910912
0.124486,9086.133088
0.123870,9079.236495
0.106844,9114.663556
0.131321,9105.525939
0.138124,9086.535999
0.130536,9103.044259
0.126809,9092.155541
0.123949,9117.272926
0.131593,9099.995860
0.118143,9140.657511
0.124269,9090.552093
0.128660,9120.973444
0.113252,9053.900039
0.091913,9112.836239
0.138144,9093.144353
0.121367,9134.116783
0.123819,9071.798929
0.128311,9111.690382
0.130041,9087.109024
0.126296,9151.960991
0.115530,9084.700117
0.122652,9091.910867
0.124741,9085.588256
0.132147,9103.824961
0.128383,9091.452930
0.138660,9131.948058
0.078555,9079.162335
0.076176,9106.630399
0.074942,9055.100274
0.067719,9108.098569
0.080274,9093.795987
0.082933,9111.519375
0.094329,9069.751814
0.088814,9112.871104
0.066574,9087.262602
0.051618,9117.046852
0.071579,9096.532392
0.074019,9130.158802
0.074646,9078.438647
0.084716,9160.299206
0.079309,9086.281675
0.097881,9087.383188
0.087966,9065.643945
0.076956,9130.892448
0.089037,9085.860667
0.085131,9099.879924
0.060778,9071.051764
0.057982,9136.214745
0.072158,9076.360504
0.074400,9152.646204
0.118512,9095.086229
0.129301,9147.257858
0.090775,9047.585991
0.095450,9134.031678
0.099483,9055.554557
0.089538,9127.418753
0.087693,9098.536974
0.078627,9126.325889
0.084688,9096.777345
0.089550,9157.282738
0.085494,9104.866027
0.079034,9109.167165
0.106921,9092.515991
0.106838,9099.913043
0.076326,9107.990684
0.072345,9125.641267
0.098803,9107.761746
0.101732,9112.540573
0.068121,9104.120031
0.081500,9105.824444
0.077432,9135.515326
0.085182,9099.735828
0.073625,9045.539930
0.093712,9132.735335
0.164427,9091.246270
0.164724,9114.847983
0.186501,9094.561810
0.218802,9123.008837
0.172335,9093.222050
0.171589,9123.311745
0.150107,9090.029810
0.169957,9094.455928
0.167382,9082.007070
0.164376,9099.293665
0.185432,9089.781982
0.178328,9134.201890
0.160555,9061.388737
0.152327,9116.298804
0.153469,9087.554957
0.166195,9142.713326
0.185648,9105.884176
0.196654,9137.897844
0.155260,9058.819428
0.177319,9153.115352
0.172744,9071.517489
0.171636,9138.525768
0.172459,9126.550785
0.158329,9138.636020
0.080078,9098.002204
0.081891,9103.243108
0.075959,9111.783360
0.091080,9098.025387
0.079543,9113.062110
0.080239,9073.301940
0.078163,9112.349614
0.069552,9100.618641
0.065597,9111.227128
0.081912,9120.314632
0.066934,9123.035465
0.079117,9105.686812
0.076056,9158.584360
0.083811,9063.591418
0.094490,9103.679079
0.079189,9094.379831
0.079274,9132.583541
0.065604,9095.367487
0.084333,9138.502379
0.073610,9084.785947
0.076522,9125.994418
0.070041,9107.474733
0.062182,9131.739591
0.073987,9138.896625
0.100494,9111.554224
0.097148,9065.408913
0.109656,9097.308635
0.110976,9068.771435
0.117642,9138.196770
0.104544,9088.291668
0.114046,9125.008406
0.129637,9089.468008
0.130164,9104.972176
0.096625,9099.966053
0.121855,9107.927685
0.122329,9121.993544
0.093000,9086.635071
0.123392,9122.925601
0.111550,9085.644359
0.108175,9127.445413
0.115407,9098.856535
0.094283,9116.915501
0.100421,9080.654584
0.122967,9128.035311
0.109270,9067.172873
0.110286,9091.866246
0.104531,9081.060247
0.103790,9083.120707
0.076730,9095.504794
0.096162,9113.261483
0.081816,9088.022403
0.079282,9101.948934
0.074182,9076.568114
0.091552,9100.510982
0.112846,9124.410611
0.106576,9116.345336
0.089852,9060.641591
0.087070,9097.215928
0.095540,9091.161987
0.081307,9118.614771
0.094294,9101.299427
0.095331,9101.721929
0.094608,9086.316387
0.094119,9131.602809
0.105071,9083.079486
0.098395,9091.993489
0.099481,9079.172216
0.110379,9096.270925
0.104369,9104.592444
0.091231,9114.115291
0.096312,9089.998432
0.084331,9107.624080
0.055524,9103.345904
0.056318,9102.792357
0.060309,9109.180457
0.073769,9100.216109
0.075365,9061.628467
0.073620,9113.905966
0.086293,9074.145006
0.072911,9096.830307
0.075859,9074.999808
0.074391,9124.380639
0.068610,9060.833711
0.053524,9135.769006
0.069064,9080.184609
0.058467,9094.163166
0.070268,9065.438524
0.085150,9077.583216
0.070892,9089.772047
0.064840,9097.293763
0.069342,9099.745804
0.090695,9135.343399
0.086234,9087.801100
0.084472,9129.818674
0.080970,9084.231365
0.074186,9126.893964
0.152324,9080.707315
0.194289,9058.694720
0.172952,9101.466810
0.150852,9027.954713
0.159283,9137.104663
0.153305,9101.922436
0.174822,9109.439323
0.190098,9132.915547
0.179729,9102.772509
0.168187,9078.493005
0.152941,9122.144987
0.160998,9089.567162
0.183366,9104.406783
0.176981,9116.858955
0.170952,9109.812781
0.163273,9111.964360
0.166188,9114.106979
0.189130,9119.812261
0.175555,8999.160203
0.207800,9104.738362
0.193208,9089.811728
0.192439,9035.782607
0.163801,9124.746924
0.183348,9101.306129
0.174945,9126.355862
0.143879,9110.554763
0.150642,9114.284792
0.146674,9122.662589
0.145176,9090.606620
0.143777,9072.589079
0.142722,9109.955546
0.141743,9076.381925
0.144627,9086.798562
0.153515,9096.866715
0.168666,9106.048305
0.169322,9097.859863
0.118860,9111.190593
0.132759,9097.477487
0.120604,9110.604552
0.144862,9088.314794
0.150304,9085.109474
0.141675,9098.303564
0.131156,9106.819543
0.149536,9082.579530
0.145027,9083.731282
0.127515,9098.401259
0.146410,9108.704187
0.143144,9124.730342
0.193374,9102.500688
0.204938,9073.698812
0.184272,9073.842024
0.190823,9074.670404
0.191069,9093.258478
0.211434,9006.690032
0.184912,9071.994852
0.172635,9004.891103
0.203372,9132.842092
0.191457,9093.494894
0.190419,9123.230239
0.201144,9104.486390
0.235379,9119.052154
0.243389,9103.324362
0.208903,9115.391384
0.200696,9097.664543
0.189166,9115.127147
0.202024,9103.233193
0.211845,9113.904307
0.192448,9131.794613
0.174622,9087.594582
