occupancy,throughput
0.070171,9234.781951
0.060991,9272.843940
0.073981,9244.292108
0.064147,9283.532227
0.069260,9247.614163
0.064619,9293.146551
0.081359,9246.971038
0.086207,9252.585400
0.085215,9220.834004
0.093568,9240.180048
0.078524,9233.363136
0.095570,9235.303944
0.083872,9101.975414
0.087249,9076.233631
0.090948,9218.046049
0.088095,9246.112675
0.094724,9222.769567
0.084112,9239.392882
0.081219,9223.817630
0.086834,9236.581770
0.079170,9210.389602
0.067788,9280.006937
0.072381,9278.784216
0.090993,9265.796796
0.071379,9239.205086
0.072094,9264.471347
0.086398,9221.517658
0.074902,9245.651059
0.074517,9244.686874
0.085417,9262.888901
0.107010,9193.177320
0.135840,9188.328751
0.127868,9173.190947
0.118973,9183.358769
0.122291,9166.929651
0.120075,9189.563188
0.118061,9166.448988
0.123123,9173.392904
0.128293,9151.389848
0.118075,9184.359091
0.130399,9171.525112
0.122102,9026.478136
0.131637,9086.717616
0.128961,9200.835624
0.139682,9157.707055
0.121645,9187.239785
0.119884,9168.814036
0.136601,9174.914605
0.115101,9172.482483
0.117188,9191.811755
0.113063,9174.638521
0.124341,9154.291733
0.118535,9178.030290
0.118627,9194.247375
0.155578,9132.428434
0.189376,9133.569525
0.167501,9132.658645
0.164741,9155.865825
0.162564,9117.799985
0.158357,9135.760679
0.154781,9121.903656
0.153676,9152.713207
0.142647,9133.561166
0.163957,9131.814644
0.181110,9102.431128
0.166651,9144.293488
0.193793,9117.257963
0.180915,9176.564819
0.151891,9131.964716
0.175934,9148.672146
0.173798,8987.612024
0.150036,9161.099777
0.146824,9156.004965
0.146552,9173.261623
0.147892,9143.355397
0.149087,9150.256021
0.167063,9138.129955
0.182132,9159.770586
0.073965,9163.492295
0.076435,9180.579975
0.069927,9215.227537
0.064973,9259.844033
0.054335,9244.635641
0.064882,9255.719807
0.056830,9208.376210
0.070703,9220.453117
0.062214,9231.283391
0.064115,9256.266398
0.070352,9210.664448
0.075993,9220.286504
0.067886,9255.274329
0.083528,9201.416419
0.080034,9195.405650
0.060691,9243.521340
0.054387,9253.171006
0.070845,9285.733900
0.071506,9062.609040
0.069791,9258.760297
0.073768,9202.593424
0.059999,9240.039992
0.050338,9257.467764
0.060395,9263.791603
0.073210,9210.839246
0.090884,9194.171312
0.076436,9212.526173
0.064417,9240.528365
0.062946,9233.030647
0.070119,9238.624616
0.086809,9173.739622
0.070024,9233.122707
0.059634,9245.509098
0.049928,9282.620492
0.065606,9216.543989
0.059491,9236.295073
0.063075,9234.116868
0.067447,9242.033151
0.068413,9215.580816
0.069842,9255.635823
0.064037,9234.004268
0.062548,9240.031436
0.078405,9228.754831
0.071890,9221.521042
0.053153,9056.927499
0.060570,9279.772683
0.064274,9125.689552
0.068073,9236.876972
0.155459,9157.762434
0.139850,9163.677032
0.137963,9146.493238
0.115922,9151.935886
0.139464,9139.516396
0.122886,9154.444280
0.124014,9144.046007
0.146458,9125.151616
0.149082,9103.730454
0.146093,9121.499252
0.143905,9127.058876
0.148728,9123.186935
0.153969,9119.632578
0.154931,9107.857975
0.145246,9101.899234
0.122102,9103.077420
0.146026,9113.631840
0.141468,9137.253274
0.129515,9108.672667
0.122181,9129.430297
0.126318,9107.036823
0.150695,9119.035487
0.155053,9107.202687
0.143421,9111.557521
0.084967,9042.279731
0.086966,9178.744659
0.093800,8974.337379
0.080174,9224.442114
0.079520,9178.555955
0.100421,9151.714786
0.078677,9169.047701
0.078186,9224.338347
0.076350,9172.792113
0.089980,9180.595128
0.084753,9167.896101
0.073960,9196.691093
0.063541,9192.671952
0.080032,9202.081929
0.083986,9179.487798
0.078036,9208.993500
0.075748,9138.524144
0.073159,9171.412423
0.069315,9185.116648
0.088434,9197.026081
0.080346,9166.267488
0.083518,9182.579596
0.073965,9180.996336
0.071832,9213.908065
0.086663,9144.014260
0.089211,9171.491464
0.092792,9184.166763
0.079585,9022.186260
0.076554,9183.471777
0.086740,9153.881155
0.082397,9149.427182
0.090227,9164.572284
0.077061,9160.270673
0.076295,9154.603521
0.070937,9155.079589
0.078747,9198.393101
0.084374,9165.854108
0.080004,9190.755772
0.083180,9137.916203
0.074973,9197.169809
0.081294,9153.190745
0.081974,9180.217576
0.087587,9124.167511
0.080930,9167.827166
0.083471,9164.313585
0.087845,9201.441809
0.069569,9152.889177
0.092738,9148.660403
0.113985,9127.152149
0.132426,9142.666574
0.119827,9103.626007
0.130897,9118.845891
0.111999,9121.873706
0.103697,9148.471313
0.122510,9131.813003
0.126144,8984.428923
0.111044,9015.757000
0.111843,9151.145308
0.127160,9132.631943
0.131917,9128.563560
0.126571,9133.587867
0.115565,9127.533710
0.106862,9136.186387
0.110467,9154.712463
0.121764,9141.464720
0.130165,9133.806445
0.152945,9084.383253
0.132118,9114.439215
0.125711,9094.869518
0.124186,9147.160813
0.124486,9126.487466
0.123870,9132.033143
0.106844,9119.679188
0.131321,9117.356040
0.138124,9091.502547
0.130536,9108.722441
0.126809,9082.914493
0.123949,9123.148649
0.131593,9107.760077
0.118143,9130.318838
0.124269,9119.625935
0.128660,9188.278115
0.113252,9111.595736
0.091913,9154.801313
0.138144,9147.400085
0.121367,9147.224406
0.123819,9126.605732
0.128311,9117.086698
0.130041,9078.247439
0.126296,9104.529467
0.115530,9111.971004
0.122652,9137.084609
0.124741,9135.663878
0.132147,9116.002900
0.128383,9116.689396
0.138660,9126.155934
0.078555,9158.565949
0.076176,9189.402761
0.074942,9129.788747
0.067719,9212.996376
0.080274,9164.036443
0.082933,9178.338595
0.094329,9129.877083
0.088814,9182.077107
0.066574,9184.219082
0.051618,9253.828616
0.071579,9196.733364
0.074019,9198.482820
0.074646,9041.362410
0.084716,9225.175653
0.079309,9013.835881
0.097881,9150.163910
0.087966,9156.239758
0.076956,9201.121777
0.089037,9132.957222
0.085131,9189.293011
0.060778,9206.039819
0.057982,9242.675526
0.072158,9175.857521
0.074400,9212.232538
0.118512,9140.796245
0.129301,9148.677166
0.090775,9136.386717
0.095450,9141.583411
0.099483,9148.218561
0.089538,9169.150285
0.087693,9165.647457
0.078627,9155.233749
0.084688,9141.867584
0.089550,9169.552160
0.085494,9163.305870
0.079034,9160.039099
0.106921,9129.687048
0.106838,9150.539012
0.076326,9169.352058
0.072345,9172.354588
0.098803,8991.400449
0.101732,9034.726268
0.068121,9197.633416
0.081500,9205.412710
0.077432,9144.775158
0.085182,9168.309627
0.073625,9159.007172
0.093712,9175.197511
0.164427,9073.603328
0.164724,9100.096873
0.186501,9056.694563
0.218802,9066.722416
0.172335,9079.590989
0.171589,9103.753702
0.150107,9084.990659
0.169957,9080.887138
0.167382,9068.074044
0.164376,9070.377095
0.185432,9050.107929
0.178328,9089.367255
0.160555,9089.512599
0.152327,9108.098588
0.153469,9070.429725
0.166195,9088.752567
0.185648,9090.512442
0.196654,9085.206923
0.155260,9102.174272
0.177319,9101.884290
0.172744,9094.814940
0.171636,8964.388960
0.172459,9085.162319
0.158329,9085.277867
0.080078,9141.015193
0.081891,9198.212055
0.075959,9172.770260
0.091080,9156.398980
0.079543,9174.365809
0.080239,9188.124444
0.078163,9171.200421
0.069552,9173.465276
0.065597,9192.869674
0.081912,9164.567246
0.066934,9177.124012
0.079117,9157.863097
0.076056,9151.905707
0.083811,9162.091916
0.094490,9132.303313
0.079189,9115.014174
0.079274,9130.849078
0.065604,9180.027136
0.084333,9134.151824
0.073610,9171.976003
0.076522,9107.811523
0.070041,9035.331936
0.062182,9205.977117
0.073987,9199.902803
0.100494,8963.482598
0.097148,9144.596185
0.109656,9107.697019
0.110976,9131.492776
0.117642,9095.640479
0.104544,9159.649815
0.114046,9091.285989
0.129637,9104.887595
0.130164,9084.447556
0.096625,9125.826169
0.121855,9102.852037
0.122329,9125.249882
0.093000,9110.634391
0.123392,9118.614734
0.111550,9096.482739
0.108175,9123.380011
0.115407,9121.474326
0.094283,9122.649233
0.100421,9097.106716
0.122967,9101.388947
0.109270,9093.195615
0.110286,9114.190048
0.104531,9127.458752
0.103790,9123.394988
0.076730,9126.014380
0.096162,9136.122960
0.081816,9126.225918
0.079282,9142.432526
0.074182,9176.246539
0.091552,8995.844301
0.112846,9091.638099
0.106576,9114.562157
0.089852,9117.010233
0.087070,9144.490873
0.095540,9114.555516
0.081307,9142.215241
0.094294,9118.528264
0.095331,9152.525622
0.094608,9146.307435
0.094119,9128.438588
0.105071,9099.657982
0.098395,9125.479713
0.099481,9130.287193
0.110379,9126.975566
0.104369,9086.641666
0.091231,9142.163413
0.096312,9104.090143
0.084331,9123.381710
0.055524,9175.940006
0.056318,9206.212693
0.060309,9177.284030
0.073769,9196.215785
0.075365,9184.986710
0.073620,9201.861787
0.086293,9127.895319
0.072911,9167.168292
0.075859,9014.693919
0.074391,9197.963329
0.068610,9164.886418
0.053524,9230.724377
0.069064,9194.193286
0.058467,9224.232832
0.070268,9169.770777
0.085150,9178.764902
0.070892,9169.981004
0.064840,9184.816323
0.069342,9180.180505
0.090695,9162.483102
0.086234,9159.753839
0.084472,9156.593489
0.080970,9149.423851
0.074186,9175.638600
0.152324,9095.781092
0.194289,9085.134245
0.172952,9039.378033
0.150852,9099.863346
0.159283,9071.736430
0.153305,9085.512331
0.174822,9075.762493
0.190098,9090.920679
0.179729,8926.014799
0.168187,9092.869811
0.152941,9042.358188
0.160998,9056.487849
0.183366,9036.845709
0.176981,8909.157405
0.170952,9059.812529
0.163273,9067.814222
0.166188,9072.182498
0.189130,9078.984281
0.175555,9080.629807
0.207800,9057.418070
0.193208,9032.668056
0.192439,9064.199413
0.163801,9047.607215
0.183348,9077.909541
0.174945,9047.253610
0.143879,9097.573450
0.150642,9064.896165
0.146674,9070.240484
0.145176,9063.703180
0.143777,9119.948634
0.142722,9090.952126
0.141743,9086.451785
0.144627,9089.725748
0.153515,9085.185435
0.168666,9041.540648
0.169322,9062.705976
0.118860,9119.339878
0.132759,9137.191480
0.120604,9106.446311
0.144862,9115.710446
0.150304,8914.906148
0.141675,9107.635674
0.131156,9095.552804
0.149536,9093.316383
0.145027,9068.437569
0.127515,9110.118140
0.146410,9078.596919
0.143144,9064.662794
0.193374,9041.010919
0.204938,9049.490413
0.184272,9053.467236
0.190823,9076.492389
0.191069,9046.651215
0.211434,9072.034323
0.184912,9068.707286
0.172635,9071.767689
0.203372,9033.400801
0.191457,9068.231942
0.190419,9017.217083
0.201144,9054.796901
0.235379,9037.956490
0.243389,9041.269238
0.208903,9045.004868
0.200696,9061.408491
0.189166,9078.647986
0.202024,9059.325001
0.211845,9030.346638
0.192448,9061.832124
0.174622,9056.463246
0.182785,8934.254261
