batch_size,frames_per_second
1,2661.0
2,5039.4
4,7429.0
8,8639.3
16,9045.3
32,8253.2
48,7573.9
64,7329.7
80,7024.7
96,6410.0
112,6239.0
128,6122.4
144,5962.8
196,6202.4
256,5852.9
